time_ps,Tar1,Tar2,Tar3,Tnp1_analytic,Tnp2_analytic,Tnp3_analytic
2701.0,114.46103037696705,112.5887622265508,110.2899230708229,114.77519456243742,112.90222936354697,110.64752666335635
2702.0,114.45282440505935,112.59986599712614,110.28702527215525,114.76712178774306,112.91323091722069,110.64459788437696
2703.0,114.44458886462054,112.61094438740871,110.28418242231149,114.75901950379273,112.92420763513114,110.64172345041685
2704.0,114.43632400169848,112.62199719483664,110.28139447780562,114.75088795347918,112.93515931596136,110.6389033199002
2705.0,114.42803006252457,112.63302421783061,110.27866139398556,114.74272737988375,112.94608575936196,110.63613745009502
2706.0,114.41970729350788,112.64402525579648,110.27598312503638,114.73453802627036,112.95698676595387,110.6334257971165
2707.0,114.4113559412291,112.65500010912793,110.27335962398371,114.72632013607964,112.96786213733097,110.63076831593013
2708.0,114.40297625243463,112.66594857920906,110.27079084269705,114.71807395292306,112.97871167606262,110.62816496035505
2709.0,114.39456847403058,112.676870468417,110.26827673189318,114.70979972057701,112.98953518569637,110.62561568306737
2710.0,114.38613285307687,112.68776558012436,110.2658172411395,114.7014976829769,113.0003324707603,110.62312043560351
2711.0,114.37766963678129,112.69863371870191,110.26341231885753,114.69316808421134,113.01110333676584,110.62067916836357
2712.0,114.36917907249355,112.70947468952092,110.26106191232626,114.68481116851618,113.02184759020997,110.61829183061455
2713.0,114.36066140769938,112.7202882989557,110.25876596768565,114.6764271802688,113.0325650385779,110.61595837049403
2714.0,114.3521168900146,112.73107435438604,110.25652442994009,114.6680163639821,113.04325549034537,110.61367873501324
2715.0,114.34354576717922,112.74183266419959,110.25433724296191,114.65957896429875,113.0539187549812,110.61145287006077
2716.0,114.33494828705157,112.75256303779427,110.25220434949487,114.65111522598531,113.06455464294953,110.60928072040588
2717.0,114.3263246976024,112.76326528558063,110.25012569115769,114.64262539392648,113.07516296571231,110.60716222970193
2718.0,114.317675246909,112.77393921898411,110.24810120844761,114.63410971311919,113.08574353573154,110.60509734048999
2719.0,114.30900018314935,112.78458465044743,110.24613084074394,114.62556842866684,113.09629616647162,110.60308599420223
2720.0,114.30029975459622,112.7952013934328,110.2442145263117,114.61700178577352,113.10682067240165,110.60112813116554
2721.0,114.29157420961141,112.80578926242421,110.2423522023051,114.60841002973818,113.11731686899762,110.59922369060492
2722.0,114.2828237966398,112.81634807292959,110.24054380477132,114.59979340594889,113.12778457274462,110.5973726106472
2723.0,114.27404876420363,112.82687764148304,110.23878926865405,114.591152159877,113.13822360113915,110.59557482832457
2724.0,114.26524936089658,112.83737778564696,110.23708852779716,114.58248653707147,113.14863377269116,110.59383027957806
2725.0,114.25642583537804,112.84784832401425,110.23544151494839,114.57379678315307,113.15901490692627,110.59213889926133
2726.0,114.24757843636729,112.85828907621031,110.23384816176306,114.56508314380865,113.16936682438784,110.59050062114416
2727.0,114.2387074126377,112.86869986289521,110.23230839880775,114.5563458647854,113.1796893466391,110.58891537791615
2728.0,114.22981301301093,112.8790805057657,110.23082215556403,114.5475851918851,113.18998229626516,110.5873831011904
2729.0,114.22089548635121,112.8894308275572,110.22938936043224,114.53880137095847,113.20024549687504,110.58590372150714
2730.0,114.21195508155957,112.89975065204588,110.2280099407352,114.52999464789943,113.21047877310373,110.58447716833747
2731.0,114.20299204756805,112.91003980405053,110.22668382272208,114.52116526863944,113.22068195061411,110.58310337008709
2732.0,114.194006633334,112.92029810943457,110.22541093157207,114.51231347914172,113.23085485609893,110.58178225409998
2733.0,114.18499908783437,112.93052539510795,110.22419119139832,114.50343952539575,113.24099731728272,110.58051374666215
2734.0,114.17596966005996,112.94072148902899,110.22302452525169,114.49454365341144,113.25110916292368,110.57929777300551
2735.0,114.16691859900973,112.95088622020627,110.22191085512463,114.4856261092136,113.26119022281556,110.57813425731148
2736.0,114.15784615368511,112.96101941870049,110.22085010195504,114.47668713883621,113.27124032778949,110.57702312271492
2737.0,114.14875257308431,112.97112091562619,110.21984218563014,114.46772698831688,113.28125930971578,110.57596429130795
2738.0,114.13963810619663,112.9811905431536,110.21888702499041,114.45874590369118,113.29124700150575,110.5749576841437
2739.0,114.13050300199687,112.99122813451035,110.21798453783342,114.44974413098703,113.30120323711343,110.57400322124018
